tconst,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,director,writer,cast
tt1027862,Swing Vote,2008,120,"Comedy,Drama",6.1,19078.0,Joshua Michael Stern,Jason Richman,Kevin Costner
tt10280296,Sardar Udham,2021,164,"Biography,Crime,Drama",8.4,44003.0,Shoojit Sircar,Shubhendu Bhattacharya,Vicky Kaushal
tt1028528,Death Proof,2007,127,"Action,Thriller",7.0,300173.0,Quentin Tarantino,Quentin Tarantino,Kurt Russell
tt1028532,Hachi: A Dog's Tale,2009,93,"Biography,Drama,Family",8.1,294132.0,Lasse Hallström,Stephen P. Lindsey,Richard Gere
tt1028576,Secretariat,2010,123,"Biography,Drama,Family",7.2,29455.0,Randall Wallace,Mike Rich,Diane Lane
tt10287954,L'incredibile storia dell'Isola delle Rose,2020,117,"Adventure,Comedy,Drama",7.0,22745.0,Sydney Sibilia,Francesca Manieri,Elio Germano
tt10288566,Druk,2020,117,"Comedy,Drama",7.7,172788.0,Thomas Vinterberg,Thomas Vinterberg,Mads Mikkelsen
tt1029120,Henry Poole Is Here,2008,99,"Comedy,Drama",6.4,12861.0,Mark Pellington,Albert Torres,Luke Wilson
tt1029231,Krrish 3,2013,152,"Action,Adventure,Sci-Fi",5.3,24101.0,Rakesh Roshan,Rakesh Roshan,Hrithik Roshan
tt1029234,Martyrs,2008,99,Horror,7.0,99332.0,Pascal Laugier,Pascal Laugier,Morjana Alaoui
tt1029235,Max Manus,2008,118,"Action,Biography,Crime",7.3,28897.0,Joachim Rønning,Thomas Nordseth-Tiller,Aksel Hennie
tt10293406,The Power of the Dog,2021,126,"Drama,Western",6.8,182122.0,Jane Campion,Jane Campion,Benedict Cumberbatch
tt10295212,Shershaah,2021,135,"Action,Biography,Drama",8.3,124472.0,Vishnuvardhan,Sandeep Shrivastava,Sidharth Malhotra
tt10298810,Lightyear,2022,105,"Action,Adventure,Animation",6.1,113217.0,Angus MacLane,Angus MacLane,Chris Evans
tt10298840,Strange World,2022,102,"Action,Adventure,Animation",5.6,39294.0,Don Hall,Qui Nguyen,Jake Gyllenhaal
tt10304142,Amsterdam,2022,134,"Comedy,Drama,History",6.1,76104.0,David O. Russell,David O. Russell,Christian Bale
tt10309906,Shubh Mangal Zyada Saavdhan,2020,117,"Comedy,Crime,Romance",5.8,10010.0,Hitesh Kewalya,Hitesh Kewalya,Ayushmann Khurrana
tt10310140,Fatman,2020,100,"Action,Adventure,Comedy",5.9,27707.0,Eshom Nelms,Ian Nelms,Mel Gibson
tt1031280,Splinter,2008,82,"Crime,Horror,Sci-Fi",6.1,39291.0,Toby Wilkins,Ian Shorr,Shea Whigham
tt10314450,Becky,2020,93,"Action,Crime,Drama",5.9,18369.0,Jonathan Milott,Ruckus Skye,Lulu Wilson
tt1031969,The Rocker,2008,102,"Comedy,Music",6.2,39469.0,Peter Cattaneo,Maya Forbes,Rainn Wilson
tt10323676,The Contractor,2022,103,"Action,Drama,Thriller",5.8,24172.0,Tarik Saleh,J.P. Davis,Chris Pine
tt10324144,Article 15,2019,130,"Crime,Drama,Mystery",8.1,35048.0,Anubhav Sinha,Anubhav Sinha,Ayushmann Khurrana
tt10327252,The Forever Purge,2021,103,"Action,Crime,Horror",5.4,37414.0,Everardo Gout,James DeMonaco,Ana de la Reguera
tt1032751,The Warrior's Way,2010,100,"Action,Drama,Fantasy",6.2,26776.0,Sngmoo Lee,Sngmoo Lee,Jang Dong-Gun
tt1032755,RocknRolla,2008,114,"Action,Crime,Thriller",7.2,258244.0,Guy Ritchie,Guy Ritchie,Gerard Butler
tt1032815,"I Love You, Beth Cooper",2009,102,"Comedy,Romance",5.3,36450.0,Chris Columbus,Larry Doyle,Hayden Panettiere
tt1032819,Powder Blue,2009,106,Drama,6.2,15041.0,Timothy Linh Bui,Timothy Linh Bui,Jessica Biel
tt1032825,Love and Other Impossible Pursuits,2009,119,Drama,6.3,19483.0,Don Roos,Don Roos,Natalie Portman
tt1032846,"4 luni, 3 saptamâni si 2 zile",2007,113,Drama,7.9,61718.0,Cristian Mungiu,Cristian Mungiu,Anamaria Marinca
tt1032856,Bikur Ha-Tizmoret,2007,87,"Comedy,Drama,Music",7.5,13881.0,Eran Kolirin,Eran Kolirin,Sasson Gabay
tt10329614,Censor,2021,84,"Horror,Mystery",6.0,17552.0,Prano Bailey-Bond,Prano Bailey-Bond,Niamh Algar
tt10332588,Finding 'Ohana,2021,123,"Action,Adventure,Comedy",6.1,10907.0,Jude Weng,Christina Strain,Kea Peahu
tt10333426,Bliss,2021,103,"Drama,Romance,Sci-Fi",5.3,18849.0,Mike Cahill,Mike Cahill,Owen Wilson
tt1033575,The Descendants,2011,115,"Comedy,Drama",7.3,245296.0,Alexander Payne,Alexander Payne,George Clooney
tt1033643,What Happens in Vegas,2008,99,"Comedy,Romance",6.1,180778.0,Tom Vaughan,Dana Fox,Cameron Diaz
tt1034032,Gamer,2009,95,"Action,Sci-Fi,Thriller",5.7,137231.0,Mark Neveldine,Mark Neveldine,Gerard Butler
tt10340562,Etharkkum Thunindhavan,2022,151,"Action,Crime,Drama",6.5,13095.0,Pandiraj,M Chandramouli,Suriya
tt10341034,Boîte noire,2021,129,"Drama,Mystery,Thriller",7.2,12054.0,Yann Gozlan,Nicolas Bouvet-Levrard,Pierre Niney
tt10342730,Spiral: From the Book of Saw,2021,93,"Horror,Mystery,Thriller",5.2,57897.0,Darren Lynn Bousman,Josh Stolberg,Chris Rock
tt10343028,Armageddon Time,2022,114,Drama,6.5,11457.0,James Gray,James Gray,Anne Hathaway
tt1034303,Defiance,2008,137,"Action,Drama,History",7.1,151799.0,Edward Zwick,Clayton Frohman,Daniel Craig
tt1034314,Iron Sky,2012,93,"Action,Adventure,Comedy",5.9,95295.0,Timo Vuorensola,Jarmo Puskala,Julia Dietze
tt1034331,Righteous Kill,2008,101,"Crime,Mystery,Thriller",6.0,90017.0,Jon Avnet,Russell Gewirtz,Robert De Niro
tt1034385,Cold Skin,2017,108,"Action,Fantasy,Horror",6.0,16984.0,Xavier Gens,Jesús Olmo,Ray Stevenson
tt1034389,The Eagle,2011,114,"Action,Adventure,Drama",6.2,71938.0,Kevin Macdonald,Jeremy Brock,Channing Tatum
tt1034415,Suspiria,2018,152,"Drama,Fantasy,Horror",6.7,84068.0,Luca Guadagnino,Dario Argento,Chloë Grace Moretz
tt10350626,Gunjan Saxena: The Kargil Girl,2020,112,"Action,Biography,Drama",5.5,35136.0,ALi Khan AK,Nikhil Mehrotra,Janhvi Kapoor
tt1035736,Coco avant Chanel,2009,105,"Biography,Drama",6.7,41288.0,Anne Fontaine,Edmonde Charles-Roux,Audrey Tautou
tt10362466,After We Collided,2020,105,"Drama,Romance",5.0,34261.0,Roger Kumble,Anna Todd,Josephine Langford
tt10365998,Infinity Pool,2023,117,"Crime,Horror,Mystery",6.1,29069.0,Brandon Cronenberg,Brandon Cronenberg,Alexander Skarsgård
tt10366206,John Wick: Chapter 4,2023,169,"Action,Crime,Thriller",8.2,145594.0,Chad Stahelski,Shay Hatten,Keanu Reeves
tt10366460,CODA,2021,111,"Comedy,Drama,Music",8.0,145199.0,Sian Heder,Sian Heder,Emilia Jones
tt10370710,Verdens verste menneske,2021,128,"Comedy,Drama,Romance",7.8,79221.0,Joachim Trier,Eskil Vogt,Renate Reinsve
tt1037705,The Book of Eli,2010,118,"Action,Adventure,Drama",6.8,326338.0,Albert Hughes,Gary Whitta,Denzel Washington
tt1038043,Mammoth,2009,125,"Drama,Romance",6.8,10268.0,Lukas Moodysson,Lukas Moodysson,Gael García Bernal
tt10384744,La odisea de los giles,2019,116,"Adventure,Comedy,Crime",7.2,11704.0,Sebastián Borensztein,Sebastián Borensztein,Ricardo Darín
tt1038686,Legion,2010,100,"Action,Fantasy,Horror",5.2,107689.0,Scott Stewart,Peter Schink,Paul Bettany
tt1038919,The Bounty Hunter,2010,110,"Action,Comedy,Romance",5.5,130781.0,Andy Tennant,Sarah Thorp,Jennifer Aniston
tt1038988,[Rec],2007,78,"Horror,Mystery,Thriller",7.4,186879.0,Jaume Balagueró,Jaume Balagueró,Manuela Velasco
tt10393870,Jayeshbhai Jordaar,2022,121,"Comedy,Drama",6.0,43571.0,Divyang Thakkar,Anckur Chaudhry,Pratik Nanda
tt10403420,Terrifier 2,2022,138,Horror,6.2,34188.0,Damien Leone,Damien Leone,Lauren LaVera
tt10404944,BAC Nord,2020,105,"Action,Crime,Thriller",6.9,11850.0,Cédric Jimenez,Audrey Diwan,Gilles Lellouche
tt1041829,The Proposal,2009,108,"Comedy,Drama,Romance",6.7,338308.0,Anne Fletcher,Peter Chiarelli,Sandra Bullock
tt1042877,Cadillac Records,2008,109,"Biography,Drama,Music",7.0,22374.0,Darnell Martin,Darnell Martin,Adrien Brody
tt10431500,Yedinci Kogustaki Mucize,2019,132,Drama,8.2,51468.0,Mehmet Ada Öztekin,Özge Efendioglu,Aras Bulut Iynemli
tt10451914,Outside the Wire,2021,114,"Action,Adventure,Fantasy",5.4,43923.0,Mikael Håfström,Rob Yescombe,Anthony Mackie
tt1045658,Silver Linings Playbook,2012,122,"Comedy,Drama,Romance",7.7,720641.0,David O. Russell,David O. Russell,Bradley Cooper
tt1045670,Happy-Go-Lucky,2008,118,"Comedy,Drama,Romance",7.0,40320.0,Mike Leigh,Mike Leigh,Sally Hawkins
tt10456740,Balle perdue,2020,92,"Action,Crime,Thriller",6.3,12874.0,Guillaume Pierret,Guillaume Pierret,Alban Lenoir
tt10457128,Été 85,2020,101,"Drama,Romance",6.9,11080.0,François Ozon,Aidan Chambers,Félix Lefebvre
tt1045772,I Love You Phillip Morris,2009,102,"Biography,Comedy,Crime",6.6,97693.0,Glenn Ficarra,John Requa,Jim Carrey
tt1046163,My Best Friend's Girl,2008,101,"Comedy,Romance",5.8,45308.0,Howard Deutch,Jordan Cahan,Kate Hudson
tt1046173,G.I. Joe: The Rise of Cobra,2009,118,"Action,Adventure,Sci-Fi",5.7,211681.0,Stephen Sommers,Stuart Beattie,Dennis Quaid
tt1046947,Last Chance Harvey,2008,93,"Drama,Romance",6.6,21980.0,Joel Hopkins,Joel Hopkins,Dustin Hoffman
tt1046997,Miracle at St. Anna,2008,160,"Action,Drama,War",6.1,18879.0,Spike Lee,James McBride,Derek Luke
tt1047540,Parental Guidance,2012,105,"Comedy,Family",6.0,26337.0,Andy Fickman,Lisa Addario,Billy Crystal
tt1049402,Howl,2010,84,"Biography,Drama,Romance",6.6,13195.0,Rob Epstein,Rob Epstein,James Franco
tt1049413,Up,2009,96,"Adventure,Animation,Comedy",8.3,1066781.0,Pete Docter,Pete Docter,Edward Asner
tt1050160,Kataude mashin gâru,2008,96,"Action,Comedy,Horror",5.9,10424.0,Noboru Iguchi,Noboru Iguchi,Minase Yashiro
tt10514222,Ma Rainey's Black Bottom,2020,94,"Drama,Music",6.9,55600.0,George C. Wolfe,Ruben Santiago-Hudson,Viola Davis
tt10515988,Paranormal Activity: Next of Kin,2021,98,"Horror,Mystery,Thriller",5.2,14247.0,William Eubank,Christopher Landon,Emily Bader
tt1051904,Goosebumps,2015,103,"Adventure,Comedy,Fantasy",6.3,91603.0,Rob Letterman,Darren Lemke,Jack Black
tt1051906,The Invisible Man,2020,124,"Drama,Horror,Mystery",7.1,236986.0,Leigh Whannell,Leigh Whannell,Elisabeth Moss
tt10521092,De slag om de Schelde,2020,124,"Drama,War",7.1,33670.0,Matthijs van Heijningen Jr.,Paula van der Oest,Gijs Blom
tt10530176,Kol,2020,112,"Crime,Horror,Mystery",7.1,37235.0,Chung-Hyun Lee,Sergio Casci,Kyeong-sook Jo
tt1053424,Repo Men,2010,111,"Action,Sci-Fi,Thriller",6.3,108696.0,Miguel Sapochnik,Eric Garcia,Jude Law
tt10534500,#Home,2021,158,Drama,8.8,14002.0,Rojin Thomas,Rojin Thomas,Indrans
tt1053810,The Big Year,2011,102,Comedy,6.2,46483.0,David Frankel,Howard Franklin,Owen Wilson
tt10539608,The Midnight Sky,2020,118,"Adventure,Drama,Sci-Fi",5.7,86046.0,George Clooney,Lily Brooks-Dalton,George Clooney
tt1054580,Desert Flower,2009,120,"Biography,Drama",7.3,13662.0,Sherry Hormann,Waris Dirie,Soraya Omar-Scego
tt1054588,Flash of Genius,2008,119,"Biography,Drama",7.0,17447.0,Marc Abraham,Philip Railsback,Greg Kinnear
tt1054606,The Imaginarium of Doctor Parnassus,2009,123,"Adventure,Comedy,Fantasy",6.8,151567.0,Terry Gilliam,Terry Gilliam,Christopher Plummer
tt1055292,Life as We Know It,2010,115,"Comedy,Drama,Romance",6.5,135263.0,Greg Berlanti,Ian Deitchman,Katherine Heigl
tt1055369,Transformers: Revenge of the Fallen,2009,149,"Action,Adventure,Sci-Fi",5.9,414111.0,Michael Bay,Ehren Kruger,Shia LaBeouf
tt10554232,Dara iz Jasenovca,2020,130,"Drama,War",8.1,81383.0,Predrag Antonijevic,Natasa Drakulic,Biljana Cekic
tt1057500,Invictus,2009,134,"Action,Adventure,Biography",7.3,163229.0,Clint Eastwood,Anthony Peckham,Morgan Freeman
tt10579952,Master,2021,179,"Action,Crime,Thriller",7.3,78871.0,Lokesh Kanagaraj,Lokesh Kanagaraj,Joseph Vijay
tt1058017,The Invention of Lying,2009,100,"Comedy,Fantasy,Romance",6.3,144464.0,Matthew Robinson,Ricky Gervais,Ricky Gervais
tt1059786,Eagle Eye,2008,118,"Action,Mystery,Thriller",6.6,190676.0,D.J. Caruso,John Glenn,Shia LaBeouf
tt1059836,Transit,2012,88,"Action,Crime,Thriller",5.7,11467.0,Antonio Negret,Michael Gilvary,Jim Caviezel
tt1060277,Cloverfield,2008,85,"Action,Adventure,Horror",7.0,408012.0,Matt Reeves,Drew Goddard,Mike Vogel
tt10612922,One Night in Miami...,2020,114,Drama,7.1,33071.0,Regina King,Kemp Powers,Kingsley Ben-Adir
tt10618286,Mank,2020,131,"Biography,Comedy,Drama",6.8,78186.0,David Fincher,Jack Fincher,Gary Oldman
tt10620868,#Saraitda,2020,98,"Action,Drama,Horror",6.3,43203.0,Il Cho,Il Cho,Yoo Ah-in
tt10627584,La vita davanti a sé,2020,94,Drama,6.8,14853.0,Edoardo Ponti,Ugo Chiti,Sophia Loren
tt10633456,Minari,2020,115,Drama,7.4,86727.0,Lee Isaac Chung,Lee Isaac Chung,Steven Yeun
tt1063669,Die Welle,2008,107,"Drama,Thriller",7.6,111691.0,Dennis Gansel,Ron Jones,Jürgen Vogel
tt10640346,Babylon,2022,189,"Comedy,Drama,History",7.2,114831.0,Damien Chazelle,Damien Chazelle,Brad Pitt
tt10644708,Dhokha: Round D Corner,2022,122,"Crime,Drama,Thriller",6.2,11638.0,Kookie Gulati,Kookie Gulati,Madhavan
tt10648342,Thor: Love and Thunder,2022,118,"Action,Adventure,Comedy",6.2,360747.0,Taika Waititi,Taika Waititi,Chris Hemsworth
tt1064932,Bienvenue chez les Ch'tis,2008,106,"Comedy,Romance",7.1,43502.0,Dany Boon,Dany Boon,Kad Merad
tt1065073,Boyhood,2014,165,Drama,7.9,359715.0,Richard Linklater,Richard Linklater,Ellar Coltrane
tt10661848,Jagame Thandhiram,2021,158,"Action,Crime,Drama",5.8,12122.0,Karthik Subbaraj,Nick Bain,Dhanush
tt10665338,Halloween Kills,2021,105,"Horror,Thriller",5.5,90332.0,David Gordon Green,John Carpenter,Jamie Lee Curtis
tt10665342,Halloween Ends,2022,111,"Horror,Thriller",5.0,60036.0,David Gordon Green,John Carpenter,Jamie Lee Curtis
tt1067106,A Christmas Carol,2009,96,"Adventure,Animation,Comedy",6.8,122128.0,Robert Zemeckis,Charles Dickens,Jim Carrey
tt1067583,Water for Elephants,2011,122,"Drama,Romance",6.9,118263.0,Francis Lawrence,Richard LaGravenese,Robert Pattinson
tt10676012,To All the Boys: Always and Forever,2021,109,"Comedy,Drama,Romance",6.3,28892.0,Michael Fimognari,Katie Lovejoy,Lana Condor
tt1067733,"Patrik 1,5",2008,103,"Comedy,Drama,Romance",6.9,10163.0,Ella Lemhagen,Michael Druker,Gustaf Skarsgård
tt1067765,Adult World,2013,97,"Comedy,Drama",6.1,18265.0,Scott Coffey,Andy Cochran,Emma Roberts
tt1067774,Monte Carlo,2011,109,"Adventure,Comedy,Family",5.8,46412.0,Thomas Bezucha,Thomas Bezucha,Selena Gomez
tt10682266,Hubie Halloween,2020,103,"Comedy,Mystery",5.2,53563.0,Steven Brill,Tim Herlihy,Adam Sandler
tt1068242,Footloose,2011,113,"Comedy,Drama,Music",5.8,51475.0,Craig Brewer,Dean Pitchford,Kenny Wormald
tt1068641,The Burning Plain,2008,107,"Crime,Drama,Romance",6.8,20669.0,Guillermo Arriaga,Guillermo Arriaga,Charlize Theron
tt1068646,Entre les murs,2008,128,Drama,7.5,35891.0,Laurent Cantet,Laurent Cantet,François Bégaudeau
tt1068649,Il y a longtemps que je t'aime,2008,117,Drama,7.6,20494.0,Philippe Claudel,Philippe Claudel,Kristin Scott Thomas
tt1068678,Veronika Decides to Die,2009,103,"Drama,Romance",6.3,12908.0,Emily Young,Paulo Coelho,Sarah Michelle Gellar
tt1068680,Yes Man,2008,104,"Comedy,Romance",6.8,370766.0,Peyton Reed,Nicholas Stoller,Jim Carrey
tt10687116,Entergalactic,2022,93,"Animation,Comedy,Music",7.3,11990.0,Fletcher Moules,Kid Cudi,Kid Cudi
tt10687506,The Electrical Life of Louis Wain,2021,111,"Biography,Drama,History",6.8,17100.0,Will Sharpe,Simon Stephenson,Benedict Cumberbatch
tt10691162,Aftermath,2021,114,"Drama,Horror,Mystery",5.3,17412.0,Peter Winther,Peter Winther,Ashley Greene
tt1069238,Okuribito,2008,130,Drama,8.0,53294.0,Yôjirô Takita,Kundô Koyama,Masahiro Motoki
tt10696784,The Harder They Fall,2021,139,"Action,Drama,Western",6.6,66735.0,Jeymes Samuel,Jeymes Samuel,Jonathan Majors
tt10696896,Stillwater,2021,139,"Crime,Drama,Thriller",6.6,47621.0,Tom McCarthy,Tom McCarthy,Matt Damon
tt10698174,Wolf,2021,99,"Drama,Mystery,Thriller",5.2,12165.0,Nathalie Biancheri,Nathalie Biancheri,George MacKay
tt10698680,K.G.F: Chapter 2,2022,168,"Action,Crime,Drama",8.3,139243.0,Prashanth Neel,Harman H,Yash
tt10699086,Bachchhan Paandey,2022,147,"Action,Comedy,Crime",5.2,36136.0,Farhad Samji,Tasha Bhambra,Akshay Kumar
tt10701074,Ponniyin Selvan: Part One,2022,167,"Action,Adventure,Drama",7.7,33234.0,Mani Ratnam,Mani Ratnam,Vikram
tt1070874,The Trial of the Chicago 7,2020,129,"Drama,History,Thriller",7.7,183533.0,Aaron Sorkin,Aaron Sorkin,Eddie Redmayne
tt10709484,Don,2022,165,"Comedy,Drama,Romance",6.8,10311.0,Cibi Chakravarthi,Cibi Chakravarthi,Sivakarthikeyan
tt10714856,Feel the Beat,2020,109,"Comedy,Drama,Family",6.3,12248.0,Elissa Down,Michael Armbruster,Sofia Carson
tt1072748,Winchester,2018,99,"Drama,Fantasy,Horror",5.4,35280.0,Michael Spierig,Tom Vaughan,Helen Mirren
tt1073105,The Descent: Part 2,2009,94,"Adventure,Horror,Thriller",5.7,49117.0,Jon Harris,James McCarthy,Michael J. Reynolds
tt10731256,Don't Worry Darling,2022,123,"Drama,Thriller",6.2,113709.0,Olivia Wilde,Katie Silberman,Florence Pugh
tt10731768,Sweet Girl,2021,110,"Action,Drama,Thriller",5.5,33339.0,Brian Andrew Mendoza,Gregg Hurwitz,Jason Momoa
tt1073241,Nothing But the Truth,2008,108,"Crime,Drama,Thriller",7.2,38982.0,Rod Lurie,Rod Lurie,Kate Beckinsale
tt10733228,Gehraiyaan,2022,148,"Drama,Romance",5.8,43857.0,Shakun Batra,Shakun Batra,Deepika Padukone
tt10741542,Sherni,2021,131,"Action,Adventure,Drama",6.8,11356.0,Amit Masurkar,Aastha Tiku,Vidya Balan
tt1074638,Skyfall,2012,143,"Action,Adventure,Thriller",7.8,708718.0,Sam Mendes,Neal Purvis,Daniel Craig
tt1075110,De helaasheid der dingen,2009,108,"Comedy,Drama",7.3,11142.0,Felix van Groeningen,Christophe Dirickx,Kenneth Vanbaeden
tt10752004,Love Hard,2021,104,"Comedy,Romance",6.3,56272.0,Hernán Jiménez,Daniel Mackey,Nina Dobrev
tt1075417,Race to Witch Mountain,2009,98,"Action,Adventure,Family",5.7,61284.0,Andy Fickman,Matt Lopez,Dwayne Johnson
tt1075419,Xin Su shi jian,2009,119,"Action,Crime,Drama",6.9,13129.0,Tung-Shing Yee,Tung-Shing Yee,Jackie Chan
tt10763820,Night Teeth,2021,107,"Action,Crime,Drama",5.7,19888.0,Adam Randall,Brent Dillon,Jorge Lendeborg Jr.
tt1077258,Planet Terror,2007,105,"Action,Comedy,Horror",7.1,216432.0,Robert Rodriguez,Robert Rodriguez,Rose McGowan
tt1077368,Dark Shadows,2012,113,"Comedy,Fantasy,Horror",6.2,272694.0,Tim Burton,Seth Grahame-Smith,Johnny Depp
tt1078188,Boy A,2007,125,Drama,7.6,38336.0,John Crowley,Mark O'Rowe,Andrew Garfield
tt1078588,My Sister's Keeper,2009,109,"Drama,Family",7.3,95433.0,Nick Cassavetes,Jeremy Leven,Cameron Diaz
tt1078912,Night at the Museum: Battle of the Smithsonian,2009,105,"Adventure,Comedy,Family",6.0,203562.0,Shawn Levy,Robert Ben Garant,Ben Stiller
tt1078940,Couples Retreat,2009,113,Comedy,5.5,111467.0,Peter Billingsley,Jon Favreau,Vince Vaughn
tt1080016,Ice Age: Dawn of the Dinosaurs,2009,94,"Adventure,Animation,Comedy",6.9,252847.0,Michael Thurmeier,Michael Berg,Ray Romano
tt10806040,Valimai,2022,178,"Action,Crime,Thriller",6.1,20139.0,H. Vinoth,H. Vinoth,Ajith Kumar
tt10808832,Let Them All Talk,2020,113,"Comedy,Drama",6.1,12028.0,Steven Soderbergh,Deborah Eisenberg,Meryl Streep
tt10811166,The Kashmir Files,2022,170,Drama,8.7,565995.0,Vivek Agnihotri,Vivek Agnihotri,Mithun Chakraborty
tt1082601,Fighting,2009,105,"Action,Crime,Drama",5.5,33701.0,Dito Montiel,Robert Munic,Channing Tatum
tt1082807,The Belko Experiment,2016,89,"Horror,Thriller",6.1,53905.0,Greg McLean,James Gunn,John Gallagher Jr.
tt1082853,Management,2008,94,"Comedy,Drama,Romance",5.8,18035.0,Stephen Belber,Stephen Belber,Jennifer Aniston
tt1082868,Quarantine,2008,89,"Horror,Sci-Fi,Thriller",5.9,75116.0,John Erick Dowdle,John Erick Dowdle,Jennifer Carpenter
tt1082886,The Wackness,2008,99,"Comedy,Drama,Romance",6.9,30993.0,Jonathan Levine,Jonathan Levine,Josh Peck
tt1083452,Eddie the Eagle,2015,106,"Adventure,Biography,Comedy",7.3,96325.0,Dexter Fletcher,Simon Kelton,Taron Egerton
tt1083456,Fired Up!,2009,90,"Comedy,Sport",6.1,45087.0,Will Gluck,Will Gluck,Eric Christian Olsen
tt10838180,The Matrix Resurrections,2021,148,"Action,Sci-Fi",5.7,260216.0,Lana Wachowski,Lana Wachowski,Keanu Reeves
tt1084950,Rachel Getting Married,2008,113,"Drama,Romance",6.7,50179.0,Jonathan Demme,Jenny Lumet,Anne Hathaway
tt10855768,Missing,2023,111,"Drama,Mystery,Thriller",7.1,28404.0,Nicholas D. Johnson,Will Merrick,Tim Griffin
tt1085779,The Hole,2009,92,"Fantasy,Thriller",5.7,23871.0,Joe Dante,Mark L. Smith,Chris Massoglia
tt1086064,Bill & Ted Face the Music,2020,91,"Adventure,Comedy,Music",5.9,50143.0,Dean Parisot,Chris Matheson,Keanu Reeves
tt1086772,Blended,2014,117,"Comedy,Romance",6.5,137432.0,Frank Coraci,Ivan Menchell,Adam Sandler
tt10872600,Spider-Man: No Way Home,2021,148,"Action,Adventure,Fantasy",8.2,792166.0,Jon Watts,Chris McKenna,Tom Holland
tt1087578,Aruitemo aruitemo,2008,115,Drama,7.9,17343.0,Kore-eda Hirokazu,Kore-eda Hirokazu,Hiroshi Abe
tt10888708,The Sleepover,2020,100,"Action,Adventure,Comedy",5.7,11251.0,Trish Sie,Sarah Rothschild,Sadie Stanley
tt10895576,Mimi,2021,132,"Comedy,Drama",7.9,40901.0,Rajesh Bhatia,Laxman Utekar,Kriti Sanon
tt1091191,Lone Survivor,2013,121,"Action,Biography,Drama",7.5,294777.0,Peter Berg,Peter Berg,Mark Wahlberg
tt1091722,Adventureland,2009,107,"Comedy,Drama,Romance",6.8,164075.0,Greg Mottola,Greg Mottola,Jesse Eisenberg
tt10919380,Freaky,2020,102,"Comedy,Horror,Thriller",6.3,64494.0,Christopher Landon,Michael Kennedy,Vince Vaughn
tt1092026,Paul,2011,104,"Adventure,Comedy,Sci-Fi",6.9,258617.0,Greg Mottola,Simon Pegg,Simon Pegg
tt1093908,Confessions of a Shopaholic,2009,104,"Comedy,Romance",5.8,80566.0,P.J. Hogan,Tracey Jackson,Isla Fisher
tt10944760,Titane,2021,108,"Drama,Horror,Sci-Fi",6.5,49785.0,Julia Ducournau,Julia Ducournau,Vincent Lindon
tt1095174,New in Town,2009,97,"Comedy,Romance",5.6,24184.0,Jonas Elmer,Ken Rance,Renée Zellweger
tt1095217,The Bad Lieutenant: Port of Call - New Orleans,2009,122,"Crime,Drama",6.6,78955.0,Werner Herzog,William M. Finkelstein,Nicolas Cage
tt10954600,Ant-Man and the Wasp: Quantumania,2023,124,"Action,Adventure,Comedy",6.2,132030.0,Peyton Reed,Jeff Loveness,Paul Rudd
tt10954652,Old,2021,108,"Drama,Horror,Mystery",5.8,133852.0,M. Night Shyamalan,M. Night Shyamalan,Gael García Bernal
tt10954984,Nope,2022,130,"Horror,Mystery,Sci-Fi",6.8,226240.0,Jordan Peele,Jordan Peele,Daniel Kaluuya
tt10962368,Things Heard & Seen,2021,121,"Drama,Horror,Mystery",5.3,33530.0,Shari Springer Berman,Elizabeth Brundage,Amanda Seyfried
tt10964430,Thappad,2020,142,Drama,7.0,26166.0,Anubhav Sinha,Mrunmayee Lagoo,Taapsee Pannu
tt1097013,Next Day Air,2009,84,"Action,Comedy,Crime",5.7,10931.0,Benny Boom,Blair Cobbs,Yasiin Bey
tt1097643,Fifty Dead Men Walking,2008,117,"Crime,Drama,Thriller",6.8,11439.0,Kari Skogland,Martin McGartland,Ben Kingsley
tt10986222,C'mon C'mon,2021,109,Drama,7.4,34202.0,Mike Mills,Mike Mills,Joaquin Phoenix
tt1099212,Twilight,2008,122,"Drama,Fantasy,Romance",5.3,470802.0,Catherine Hardwicke,Melissa Rosenberg,Kristen Stewart
tt10993566,Miami Bici,2020,98,"Comedy,Crime",6.1,10204.0,Jesús del Cerro,Alex Cotet,Matei Dima
tt10999120,Spirited,2022,127,"Comedy,Family,Musical",6.6,41797.0,Sean Anders,Sean Anders,Will Ferrell
tt1100089,Foxcatcher,2014,134,"Biography,Drama,History",7.0,145274.0,Bennett Miller,E. Max Frye,Steve Carell
tt11003218,Pig,2021,92,"Drama,Mystery",6.9,80893.0,Michael Sarnoski,Vanessa Block,Nicolas Cage
tt11024272,The Babysitter: Killer Queen,2020,101,"Comedy,Horror",5.8,45492.0,McG,Dan Lagana,Judah Lewis
tt11027830,Haseen Dillruba,2021,135,"Crime,Drama,Mystery",6.9,28173.0,Vinil Mathew,Kanika Dhillon,Taapsee Pannu
tt1103153,Killers,2010,100,"Action,Comedy,Romance",5.4,93691.0,Robert Luketic,Bob DeRosa,Katherine Heigl
tt11032374,Kimetsu no Yaiba: Mugen Ressha-Hen,2020,117,"Action,Adventure,Animation",8.2,63728.0,Haruo Sotozaki,Koyoharu Gotouge,Natsuki Hanae
tt1103275,Two Lovers,2008,110,"Drama,Romance",7.0,42117.0,James Gray,James Gray,Joaquin Phoenix
