tconst,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,director,writer,cast
tt0103850,Bob Roberts,1992,102,"Comedy,Drama",7.0,15329.0,Tim Robbins,Tim Robbins,Tim Robbins
tt0103855,The Bodyguard,1992,129,"Action,Drama,Music",6.3,140876.0,Mick Jackson,Lawrence Kasdan,Kevin Costner
tt0103859,Boomerang,1992,117,"Comedy,Drama,Romance",5.6,30399.0,Reginald Hudlin,Barry W. Blaustein,Eddie Murphy
tt0103873,Braindead,1992,104,"Comedy,Fantasy,Horror",7.5,99900.0,Peter Jackson,Stephen Sinclair,Timothy Balme
tt0103874,Dracula,1992,128,"Drama,Fantasy,Horror",7.4,225066.0,Francis Ford Coppola,Bram Stoker,Gary Oldman
tt0103893,Buffy the Vampire Slayer,1992,86,"Action,Comedy,Fantasy",5.7,46843.0,Fran Rubel Kuzui,Joss Whedon,Kristy Swanson
tt0103905,C'est arrivé près de chez vous,1992,95,"Comedy,Crime,Drama",7.4,42268.0,Rémy Belvaux,Rémy Belvaux,Benoît Poelvoorde
tt0103919,Candyman,1992,99,"Horror,Thriller",6.7,95176.0,Bernard Rose,Clive Barker,Virginia Madsen
tt0103939,Chaplin,1992,143,"Biography,Comedy,Drama",7.5,59567.0,Richard Attenborough,David Robinson,Robert Downey Jr.
tt0103950,Sing si lip yan,1993,105,"Action,Comedy,Crime",6.3,11669.0,Jing Wong,Tsukasa Hôjô,Jackie Chan
tt0103956,Child's Play 3,1991,90,"Horror,Thriller",5.1,43566.0,Jack Bender,Don Mancini,Justin Whalin
tt0103994,Como agua para chocolate,1992,105,"Drama,Romance",7.1,18341.0,Alfonso Arau,Laura Esquivel,Marco Leonardi
tt0104029,Cronos,1992,94,"Drama,Fantasy,Horror",6.7,31770.0,Guillermo del Toro,Guillermo del Toro,Federico Luppi
tt0104036,The Crying Game,1992,112,"Crime,Drama,Romance",7.2,57600.0,Neil Jordan,Neil Jordan,Stephen Rea
tt0104040,The Cutting Edge,1992,101,"Comedy,Drama,Romance",6.9,21346.0,Paul Michael Glaser,Tony Gilroy,D.B. Sweeney
tt0104070,Death Becomes Her,1992,104,"Comedy,Fantasy,Horror",6.6,123975.0,Robert Zemeckis,Martin Donovan,Meryl Streep
tt0104073,Deep Cover,1992,107,"Action,Crime,Thriller",6.9,12740.0,Bill Duke,Michael Tolkin,Laurence Fishburne
tt0104114,The Distinguished Gentleman,1992,112,"Comedy,Crime",5.9,16481.0,Jonathan Lynn,Marty Kaplan,Eddie Murphy
tt0104181,Wuthering Heights,1992,105,"Drama,History,Romance",6.6,13889.0,Peter Kosminsky,Emily Brontë,Juliette Binoche
tt0104187,Encino Man,1992,88,Comedy,5.8,43435.0,Les Mayfield,George Zaloom,Sean Astin
tt0104231,Far and Away,1992,140,"Adventure,Drama,Romance",6.6,65849.0,Ron Howard,Bob Dolman,Tom Cruise
tt0104237,Damage,1992,111,"Drama,Romance",6.7,19416.0,Louis Malle,David Hare,Jeremy Irons
tt0104254,FernGully: The Last Rainforest,1992,76,"Adventure,Animation,Family",6.5,31956.0,Bill Kroyer,Jim Cox,Samantha Mathis
tt0104257,A Few Good Men,1992,138,"Drama,Thriller",7.7,272612.0,Rob Reiner,Aaron Sorkin,Tom Cruise
tt0104265,Final Analysis,1992,124,"Drama,Thriller",5.9,14800.0,Phil Joanou,Robert Berger,Richard Gere
tt0104291,Forever Young,1992,102,"Drama,Romance,Sci-Fi",6.3,48645.0,Steve Miner,J.J. Abrams,Mel Gibson
tt0104299,Freejack,1992,110,"Action,Crime,Sci-Fi",5.4,16828.0,Geoff Murphy,Robert Sheckley,Emilio Estevez
tt0104348,Glengarry Glen Ross,1992,100,"Crime,Drama,Mystery",7.7,110017.0,James Foley,David Mamet,Al Pacino
tt0104389,The Hand That Rocks the Cradle,1992,110,"Drama,Thriller",6.7,46524.0,Curtis Hanson,Amanda Silver,Annabella Sciorra
tt0104409,Hellraiser III: Hell on Earth,1992,97,Horror,5.5,33178.0,Anthony Hickox,Peter Atkins,Terry Farrell
tt0104412,Hero,1992,119,"Comedy,Drama,Romance",6.5,22993.0,Stephen Frears,Laura Ziskin,Dustin Hoffman
tt0104427,Hoffa,1992,140,"Biography,Crime,Drama",6.6,23969.0,Danny DeVito,David Mamet,Jack Nicholson
tt0104431,Home Alone 2: Lost in New York,1992,120,"Adventure,Comedy,Crime",6.8,374251.0,Chris Columbus,John Hughes,Macaulay Culkin
tt0104438,Honeymoon in Vegas,1992,96,"Comedy,Romance,Thriller",5.8,18619.0,Andrew Bergman,Andrew Bergman,James Caan
tt0104452,Housesitter,1992,102,"Comedy,Romance",6.1,25927.0,Frank Oz,Mark Stein,Steve Martin
tt0104454,Howards End,1992,142,"Drama,Romance",7.4,34026.0,James Ivory,E.M. Forster,Anthony Hopkins
tt0104466,Husbands and Wives,1992,108,"Comedy,Drama,Romance",7.5,30121.0,Woody Allen,Woody Allen,Woody Allen
tt0104507,Indochine,1992,160,"Drama,Romance,War",7.0,10480.0,Régis Wargnier,Erik Orsenna,Catherine Deneuve
tt0104511,Innocent Blood,1992,112,"Action,Comedy,Crime",6.2,10568.0,John Landis,Michael Wolk,Anne Parillaud
tt0104545,Jamón Jamón,1992,95,"Comedy,Drama,Romance",6.4,14335.0,Bigas Luna,Cuca Canals,Penélope Cruz
tt0104549,Jennifer Eight,1992,124,"Crime,Drama,Mystery",6.3,17689.0,Bruce Robinson,Bruce Robinson,Andy Garcia
tt0104558,Ging chaat goo si III: Chiu kup ging chaat,1992,96,"Action,Comedy,Crime",6.9,22961.0,Stanley Tong,Edward Tang,Jackie Chan
tt0104573,Juice,1992,95,"Action,Crime,Drama",7.0,28512.0,Ernest R. Dickerson,Ernest R. Dickerson,Omar Epps
tt0104647,Kuffs,1992,102,"Action,Comedy,Crime",5.9,11176.0,Bruce A. Evans,Bruce A. Evans,Christian Slater
tt0104652,Kurenai no buta,1992,94,"Adventure,Animation,Comedy",7.7,93875.0,Hayao Miyazaki,Hayao Miyazaki,Shûichirô Moriyama
tt0104684,Lat sau san taam,1992,128,"Action,Crime,Thriller",7.7,52035.0,John Woo,John Woo,Chow Yun-Fat
tt0104691,The Last of the Mohicans,1992,112,"Action,Adventure,Drama",7.7,177037.0,Michael Mann,James Fenimore Cooper,Daniel Day-Lewis
tt0104692,The Lawnmower Man,1992,108,"Horror,Sci-Fi",5.4,37367.0,Brett Leonard,Stephen King,Jeff Fahey
tt0104694,A League of Their Own,1992,128,"Comedy,Drama,Sport",7.3,114337.0,Penny Marshall,Kim Wilson,Tom Hanks
tt0104695,Leap of Faith,1992,108,"Comedy,Drama,Romance",6.1,13754.0,Richard Pearce,Janus Cercone,Steve Martin
tt0104714,Lethal Weapon 3,1992,118,"Action,Crime,Thriller",6.7,172936.0,Richard Donner,Jeffrey Boam,Mel Gibson
tt0104756,Lorenzo's Oil,1992,129,"Biography,Drama",7.3,23375.0,George Miller,George Miller,Nick Nolte
tt0104779,Bitter Moon,1992,139,"Drama,Romance,Thriller",7.2,40640.0,Roman Polanski,Pascal Bruckner,Hugh Grant
tt0104797,Malcolm X,1992,202,"Biography,Drama,History",7.7,97919.0,Spike Lee,Arnold Perl,Denzel Washington
tt0104815,El mariachi,1992,81,"Action,Crime,Thriller",6.8,69143.0,Robert Rodriguez,Robert Rodriguez,Carlos Gallardo
tt0104839,Medicine Man,1992,106,"Adventure,Drama,Romance",6.0,24070.0,John McTiernan,Tom Schulman,Sean Connery
tt0104850,Memoirs of an Invisible Man,1992,99,"Comedy,Romance,Sci-Fi",6.0,25900.0,John Carpenter,H.F. Saint,Chevy Chase
tt0104868,The Mighty Ducks,1992,104,"Comedy,Drama,Family",6.5,68753.0,Stephen Herek,Steven Brill,Emilio Estevez
tt0104940,The Muppet Christmas Carol,1992,85,"Comedy,Drama,Family",7.7,64058.0,Brian Henson,Charles Dickens,Michael Caine
tt0104952,My Cousin Vinny,1992,120,"Comedy,Crime",7.6,131584.0,Jonathan Lynn,Dale Launer,Joe Pesci
tt0104990,Newsies,1992,121,"Drama,Family,History",6.9,21614.0,Kenny Ortega,Bob Tzudiker,Christian Bale
tt0105017,Noises Off...,1992,101,Comedy,7.4,11716.0,Peter Bogdanovich,Michael Frayn,Michael Caine
tt0105046,Of Mice and Men,1992,115,"Drama,Western",7.5,45094.0,Gary Sinise,John Steinbeck,John Malkovich
tt0105104,Passenger 57,1992,84,"Action,Crime,Thriller",5.9,49331.0,Kevin Hooks,Stewart Raffill,Wesley Snipes
tt0105112,Patriot Games,1992,117,"Action,Thriller",6.8,115937.0,Phillip Noyce,Tom Clancy,Harrison Ford
tt0105121,The People Under the Stairs,1991,102,"Comedy,Horror,Mystery",6.4,37037.0,Wes Craven,Wes Craven,Brandon Quintin Adams
tt0105130,Peter's Friends,1992,101,"Comedy,Drama,Romance",7.0,11745.0,Kenneth Branagh,Rita Rudner,Hugh Laurie
tt0105151,The Player,1992,124,"Comedy,Crime,Drama",7.5,62914.0,Robert Altman,Michael Tolkin,Tim Robbins
tt0105156,Poison Ivy,1992,93,"Drama,Thriller",5.4,19333.0,Katt Shea,Melissa Goddard,Drew Barrymore
tt0105159,The Power of One,1992,127,"Drama,Sport",7.1,10317.0,John G. Avildsen,Bryce Courtenay,Stephen Dorff
tt0105217,Raising Cain,1992,92,"Crime,Drama,Horror",6.1,16719.0,Brian De Palma,Brian De Palma,John Lithgow
tt0105226,Red Rock West,1993,98,"Crime,Drama,Thriller",7.0,23627.0,John Dahl,John Dahl,Nicolas Cage
tt0105236,Reservoir Dogs,1992,99,"Crime,Thriller",8.3,1040738.0,Quentin Tarantino,Quentin Tarantino,Harvey Keitel
tt0105265,A River Runs Through It,1992,123,Drama,7.2,62708.0,Robert Redford,Norman Maclean,Craig Sheffer
tt0105275,Romper Stomper,1992,94,"Crime,Drama,Thriller",6.8,40639.0,Geoffrey Wright,Geoffrey Wright,Russell Crowe
tt0105323,Scent of a Woman,1992,156,Drama,8.0,308937.0,Martin Brest,Giovanni Arpino,Al Pacino
tt0105327,School Ties,1992,106,Drama,6.9,26183.0,Robert Mandel,Dick Wolf,Brendan Fraser
tt0105378,Shadows and Fog,1991,85,Comedy,6.7,17627.0,Woody Allen,Woody Allen,Woody Allen
tt0105391,Shining Through,1992,132,"Drama,Romance,Thriller",6.4,10351.0,David Seltzer,Susan Isaacs,Michael Douglas
tt0105399,Seong lung wui,1992,104,"Action,Comedy",6.4,12181.0,Ringo Lam,Barry Wong,Jackie Chan
tt0105414,Single White Female,1992,107,"Drama,Thriller",6.4,39521.0,Barbet Schroeder,John Lutz,Bridget Fonda
tt0105415,Singles,1992,99,"Comedy,Drama,Music",6.7,31310.0,Cameron Crowe,Cameron Crowe,Bridget Fonda
tt0105417,Sister Act,1992,100,"Comedy,Family,Music",6.5,103112.0,Emile Ardolino,Paul Rudnick,Whoopi Goldberg
tt0105428,Sleepwalkers,1992,91,"Fantasy,Horror",5.3,23463.0,Mick Garris,Stephen King,Brian Krause
tt0105435,Sneakers,1992,126,"Comedy,Crime,Drama",7.1,60464.0,Phil Alden Robinson,Phil Alden Robinson,Robert Redford
tt0105459,Split Second,1992,90,"Action,Crime,Horror",6.0,15711.0,Tony Maylam,Gary Scott Thompson,Rutger Hauer
tt0105466,Stay Tuned,1992,88,"Adventure,Comedy,Fantasy",6.2,13465.0,Peter Hyams,Tom S. Parker,John Ritter
tt0105488,Strictly Ballroom,1992,94,"Comedy,Drama,Music",7.2,28520.0,Baz Luhrmann,Baz Luhrmann,Paul Mercurio
tt0105585,Thunderheart,1992,119,"Crime,Mystery,Thriller",6.8,16582.0,Michael Apted,John Fusco,Val Kilmer
tt0105616,Tom and Jerry: The Movie,1992,84,"Adventure,Animation,Comedy",5.4,11532.0,Phil Roman,Dennis Marks,Richard Kind
tt0105629,Toys,1992,118,"Adventure,Comedy,Drama",5.1,32779.0,Barry Levinson,Valerie Curtin,Robin Williams
tt0105636,Trespass,1992,101,"Action,Thriller",6.3,13393.0,Walter Hill,Bob Gale,Bill Paxton
tt0105665,Twin Peaks: Fire Walk with Me,1992,134,"Drama,Horror,Mystery",7.2,100260.0,David Lynch,David Lynch,Sheryl Lee
tt0105682,Un coeur en hiver,1992,105,"Drama,Music,Romance",7.6,10299.0,Claude Sautet,Claude Sautet,Daniel Auteuil
tt0105690,Under Siege,1992,103,"Action,Thriller",6.5,90942.0,Andrew Davis,J.F. Lawton,Steven Seagal
tt0105695,Unforgiven,1992,130,"Drama,Western",8.2,420079.0,Clint Eastwood,David Webb Peoples,Clint Eastwood
tt0105698,Universal Soldier,1992,102,"Action,Sci-Fi",6.1,92709.0,Roland Emmerich,Richard Rothstein,Jean-Claude Van Damme
tt0105699,Unlawful Entry,1992,111,"Crime,Drama,Thriller",6.4,17904.0,Jonathan Kaplan,George Putnam,Kurt Russell
tt0105793,Wayne's World,1992,94,"Comedy,Music",7.0,163143.0,Penelope Spheeris,Mike Myers,Mike Myers
tt0105812,White Men Can't Jump,1992,115,"Comedy,Sport",6.8,91056.0,Ron Shelton,Ron Shelton,Wesley Snipes
tt0105839,Wong Fei Hung II: Nam yee tung chi keung,1992,113,"Action,Adventure,Biography",7.3,10239.0,Hark Tsui,Tin-suen Chan,Jet Li
tt0106220,Addams Family Values,1993,94,"Comedy,Fantasy",6.8,103177.0,Barry Sonnenfeld,Charles Addams,Anjelica Huston
tt0106226,The Age of Innocence,1993,139,"Drama,Romance",7.2,62959.0,Martin Scorsese,Edith Wharton,Daniel Day-Lewis
tt0106246,Alive,1993,128,"Biography,Drama,Thriller",7.1,58420.0,Frank Marshall,Piers Paul Read,Ethan Hawke
tt0106292,Another Stakeout,1993,108,"Comedy,Crime",5.6,14999.0,John Badham,Jim Kouf,Richard Dreyfuss
tt0106307,Arizona Dream,1993,142,"Comedy,Drama,Fantasy",7.2,44622.0,Emir Kusturica,David Atkins,Johnny Depp
tt0106308,Army of Darkness,1992,81,"Comedy,Horror",7.4,185472.0,Sam Raimi,Sam Raimi,Bruce Campbell
tt0106332,Ba wang bie ji,1993,171,"Drama,Music,Romance",8.1,30731.0,Kaige Chen,Pik-Wah Lee,Leslie Cheung
tt0106341,Bad Boy Bubby,1993,114,"Comedy,Crime,Drama",7.3,14467.0,Rolf de Heer,Rolf de Heer,Nicholas Hope
tt0106364,Batman: Mask of the Phantasm,1993,76,"Action,Adventure,Animation",7.8,53362.0,Eric Radomski,Alan Burnett,Kevin Conroy
tt0106387,Benny & Joon,1993,98,"Comedy,Drama,Romance",7.1,60035.0,Jeremiah S. Chechik,Barry Berman,Johnny Depp
tt0106400,The Beverly Hillbillies,1993,92,"Comedy,Family",5.0,19200.0,Penelope Spheeris,Paul Henning,Diedrich Bader
tt0106452,Body Snatchers,1993,87,"Horror,Sci-Fi",6.0,20258.0,Abel Ferrara,Jack Finney,Gabrielle Anwar
tt0106469,Bound by Honor,1993,180,"Crime,Drama",7.9,32582.0,Taylor Hackford,Ross Thomas,Damian Chapa
tt0106489,A Bronx Tale,1993,121,"Crime,Drama",7.8,148156.0,Robert De Niro,Chazz Palminteri,Robert De Niro
tt0106519,Carlito's Way,1993,144,"Crime,Drama,Thriller",7.9,224055.0,Brian De Palma,Edwin Torres,Al Pacino
tt0106582,Cliffhanger,1993,113,"Action,Adventure,Thriller",6.5,134142.0,Renny Harlin,John Long,Sylvester Stallone
tt0106598,Coneheads,1993,88,"Comedy,Sci-Fi",5.4,55965.0,Steve Barron,Tom Davis,Dan Aykroyd
tt0106611,Cool Runnings,1993,98,"Adventure,Comedy,Family",7.0,108196.0,Jon Turteltaub,Lynn Siefert,John Candy
tt0106627,The Crush,1993,89,"Drama,Thriller",5.8,21200.0,Alan Shapiro,Alan Shapiro,Cary Elwes
tt0106664,The Dark Half,1993,122,"Horror,Mystery,Thriller",6.0,18507.0,George A. Romero,Stephen King,Timothy Hutton
tt0106673,Dave,1993,110,"Comedy,Romance",6.9,55081.0,Ivan Reitman,Gary Ross,Kevin Kline
tt0106677,Dazed and Confused,1993,103,Comedy,7.6,190415.0,Richard Linklater,Richard Linklater,Jason London
tt0106697,Demolition Man,1993,115,"Action,Sci-Fi,Thriller",6.7,183560.0,Marco Brambilla,Peter M. Lenkov,Sylvester Stallone
tt0106701,Dennis the Menace,1993,94,"Comedy,Family",5.6,62883.0,Nick Castle,Hank Ketcham,Walter Matthau
tt0106770,Dragon: The Bruce Lee Story,1993,120,"Action,Biography,Drama",7.0,31927.0,Rob Cohen,Robert Clouse,Jason Scott Lee
tt0106856,Falling Down,1993,113,"Action,Crime,Drama",7.6,196371.0,Joel Schumacher,Ebbe Roe Smith,Michael Douglas
tt0106881,Fearless,1993,122,"Drama,Thriller",7.1,23567.0,Peter Weir,Rafael Yglesias,Jeff Bridges
tt0106912,Fire in the Sky,1993,109,"Biography,Drama,Fantasy",6.5,26319.0,Robert Lieberman,Travis Walton,D.B. Sweeney
tt0106918,The Firm,1993,154,"Drama,Mystery,Thriller",6.8,139955.0,Sydney Pollack,John Grisham,Tom Cruise
tt0106941,For Love or Money,1993,96,"Comedy,Drama,Romance",6.2,14860.0,Barry Sonnenfeld,Mark Rosenthal,Michael J. Fox
tt0106950,Fortress,1992,95,"Action,Crime,Sci-Fi",5.9,29602.0,Stuart Gordon,Troy Neighbors,Christopher Lambert
tt0106965,Free Willy,1993,112,"Adventure,Drama,Family",6.0,79453.0,Simon Wincer,Keith Walker,Jason James Richter
tt0106977,The Fugitive,1993,130,"Action,Crime,Drama",7.8,304005.0,Andrew Davis,Jeb Stuart,Harrison Ford
tt0107004,Geronimo: An American Legend,1993,115,"Drama,History,Western",6.5,12564.0,Walter Hill,John Milius,Jason Patric
tt0107007,Gettysburg,1993,271,"Drama,History,War",7.6,30070.0,Ron Maxwell,Michael Shaara,Tom Berenger
tt0107034,The Good Son,1993,87,"Drama,Thriller",6.4,43248.0,Joseph Ruben,Ian McEwan,Macaulay Culkin
tt0107048,Groundhog Day,1993,101,"Comedy,Drama,Fantasy",8.0,649142.0,Harold Ramis,Danny Rubin,Bill Murray
tt0107050,Grumpy Old Men,1993,103,"Comedy,Drama,Romance",7.0,51407.0,Donald Petrie,Mark Steven Johnson,Jack Lemmon
tt0107076,Hard Target,1993,97,"Action,Crime,Thriller",6.2,53554.0,John Woo,Chuck Pfarrer,Jean-Claude Van Damme
tt0107091,Heart and Souls,1993,104,"Comedy,Drama,Fantasy",7.0,18227.0,Ron Underwood,Gregory Hansen,Robert Downey Jr.
tt0107096,Heaven & Earth,1993,140,"Action,Biography,Drama",6.8,14696.0,Oliver Stone,Le Ly Hayslip,Hiep Thi Le
tt0107120,Hocus Pocus,1993,96,"Comedy,Family,Fantasy",6.9,145582.0,Kenny Ortega,David Kirschner,Bette Midler
tt0107131,Homeward Bound: The Incredible Journey,1993,84,"Adventure,Comedy,Drama",6.9,48707.0,Duwayne Dunham,Sheila Burnford,Michael J. Fox
tt0107144,Hot Shots! Part Deux,1993,86,"Action,Comedy",6.6,93821.0,Jim Abrahams,Jim Abrahams,Charlie Sheen
tt0107151,The House of the Spirits,1993,145,"Drama,Romance",6.9,23871.0,Bille August,Isabel Allende,Jeremy Irons
tt0107156,Xi yan,1993,106,"Comedy,Drama,Romance",7.6,16292.0,Ang Lee,Ang Lee,Winston Chao
tt0107206,In the Line of Fire,1993,128,"Action,Crime,Drama",7.2,108275.0,Wolfgang Petersen,Jeff Maguire,Clint Eastwood
tt0107207,In the Name of the Father,1993,133,"Biography,Crime,Drama",8.1,179538.0,Jim Sheridan,Gerry Conlon,Daniel Day-Lewis
tt0107211,Indecent Proposal,1993,117,"Drama,Romance",6.0,74478.0,Adrian Lyne,Jack Engelhard,Robert Redford
tt0107282,The Joy Luck Club,1993,139,Drama,7.7,17460.0,Wayne Wang,Amy Tan,Tamlyn Tomita
tt0107286,Judgment Night,1993,110,"Action,Crime,Drama",6.6,17670.0,Stephen Hopkins,Lewis Colick,Emilio Estevez
tt0107290,Jurassic Park,1993,127,"Action,Adventure,Sci-Fi",8.2,1011615.0,Steven Spielberg,Michael Crichton,Sam Neill
tt0107302,Kalifornia,1993,117,"Crime,Drama,Thriller",6.7,55684.0,Dominic Sena,Stephen Levy,Brad Pitt
tt0107315,Kika,1993,114,Comedy,6.5,14458.0,Pedro Almodóvar,Pedro Almodóvar,Anabel Alonso
tt0107362,Last Action Hero,1993,130,"Action,Adventure,Comedy",6.4,156720.0,John McTiernan,Zak Penn,Arnold Schwarzenegger
tt0107426,Little Buddha,1993,123,Drama,6.1,17397.0,Bernardo Bertolucci,Bernardo Bertolucci,Keanu Reeves
tt0107468,M. Butterfly,1993,101,"Drama,Romance",6.7,10508.0,David Cronenberg,David Henry Hwang,Jeremy Irons
tt0107473,Mad Dog and Glory,1993,97,"Comedy,Crime,Drama",6.2,22214.0,John McNaughton,Richard Price,Robert De Niro
tt0107478,Made in America,1993,111,Comedy,5.1,17321.0,Richard Benjamin,Marcia Brandwynne,Whoopi Goldberg
tt0107497,Malice,1993,107,"Crime,Mystery,Thriller",6.5,26208.0,Harold Becker,Aaron Sorkin,Alec Baldwin
tt0107501,The Man Without a Face,1993,115,Drama,6.7,30198.0,Mel Gibson,Isabelle Holland,Mel Gibson
tt0107507,Manhattan Murder Mystery,1993,104,"Comedy,Mystery",7.3,45362.0,Woody Allen,Woody Allen,Woody Allen
tt0107529,Matinee,1993,99,"Comedy,Drama",6.9,11825.0,Joe Dante,Charles S. Haas,John Goodman
tt0107554,Menace II Society,1993,97,"Crime,Drama,Thriller",7.5,61516.0,Albert Hughes,Allen Hughes,Tyrin Turner
tt0107614,Mrs. Doubtfire,1993,125,"Comedy,Drama",7.1,275622.0,Chris Columbus,Anne Fine,Robin Williams
tt0107616,Much Ado About Nothing,1993,111,"Comedy,Drama,Romance",7.3,49839.0,Kenneth Branagh,William Shakespeare,Kenneth Branagh
tt0107630,My Life,1993,117,Drama,6.8,11796.0,Bruce Joel Rubin,Bruce Joel Rubin,Michael Keaton
tt0107653,Naked,1993,131,"Comedy,Drama",7.7,41382.0,Mike Leigh,Mike Leigh,David Thewlis
tt0107659,Loaded Weapon 1,1993,84,"Action,Comedy,Crime",6.2,49718.0,Gene Quintano,Don Holley,Emilio Estevez
tt0107665,Needful Things,1993,120,"Crime,Drama,Fantasy",6.2,26199.0,Fraser C. Heston,Stephen King,Max von Sydow
tt0107688,The Nightmare Before Christmas,1993,76,"Animation,Family,Fantasy",7.9,350982.0,Henry Selick,Tim Burton,Danny Elfman
tt0107692,Jûbê ninpûchô,1993,94,"Action,Adventure,Animation",7.8,38753.0,Yoshiaki Kawajiri,Yoshiaki Kawajiri,Kôichi Yamadera
tt0107711,Nowhere to Run,1993,94,"Action,Drama,Romance",5.7,25206.0,Robert Harmon,Joe Eszterhas,Jean-Claude Van Damme
tt0107756,Orlando,1992,94,"Biography,Drama,Fantasy",7.1,17600.0,Sally Potter,Virginia Woolf,Tilda Swinton
tt0107798,The Pelican Brief,1993,141,"Crime,Drama,Mystery",6.6,91212.0,Alan J. Pakula,John Grisham,Julia Roberts
tt0107808,A Perfect World,1993,138,"Crime,Drama,Thriller",7.5,83508.0,Clint Eastwood,John Lee Hancock,Kevin Costner
tt0107818,Philadelphia,1993,125,Drama,7.7,248267.0,Jonathan Demme,Ron Nyswaner,Tom Hanks
tt0107822,The Piano,1993,121,"Drama,Music,Romance",7.5,91236.0,Jane Campion,Jane Campion,Holly Hunter
tt0107840,Poetic Justice,1993,109,"Drama,Romance",6.1,15664.0,John Singleton,John Singleton,Janet Jackson
tt0107843,Point of No Return,1993,109,"Action,Crime,Drama",6.1,29185.0,John Badham,Luc Besson,Bridget Fonda
tt0107889,The Program,1993,112,"Action,Drama,Romance",6.5,11049.0,David S. Ward,David S. Ward,James Caan
tt0107943,The Remains of the Day,1993,134,"Drama,Romance",7.8,78260.0,James Ivory,Kazuo Ishiguro,Anthony Hopkins
tt0107953,Return of the Living Dead III,1993,97,Horror,5.9,15876.0,Brian Yuzna,John Penney,Kent McCord
tt0107969,Rising Sun,1993,125,"Action,Crime,Drama",6.2,47129.0,Philip Kaufman,Michael Crichton,Sean Connery
tt0107977,Robin Hood: Men in Tights,1993,104,"Adventure,Comedy,Musical",6.7,130604.0,Mel Brooks,J.D. Shapiro,Cary Elwes
tt0107983,Romeo Is Bleeding,1993,110,"Crime,Drama,Romance",6.6,14563.0,Peter Medak,Hilary Henkin,Gary Oldman
tt0107985,Rookie of the Year,1993,103,"Comedy,Family,Fantasy",6.1,29561.0,Daniel Stern,Sam Harper,Thomas Ian Nicholas
tt0108002,Rudy,1993,114,"Biography,Drama,Sport",7.5,65935.0,David Anspaugh,Angelo Pizzo,Sean Astin
tt0108037,The Sandlot,1993,101,"Comedy,Drama,Family",7.8,96187.0,David Mickey Evans,David Mickey Evans,Tom Guiry
tt0108052,Schindler's List,1993,195,"Biography,Drama,History",9.0,1382140.0,Steven Spielberg,Thomas Keneally,Liam Neeson
tt0108065,Searching for Bobby Fischer,1993,109,"Biography,Drama,Sport",7.4,41121.0,Steven Zaillian,Fred Waitzkin,Joe Mantegna
tt0108071,The Secret Garden,1993,101,"Drama,Family,Fantasy",7.3,42737.0,Agnieszka Holland,Frances Hodgson Burnett,Kate Maberly
tt0108101,Shadowlands,1993,131,"Biography,Drama,Romance",7.4,19670.0,Richard Attenborough,William Nicholson,Anthony Hopkins
tt0108122,Short Cuts,1993,188,"Comedy,Drama",7.7,46055.0,Robert Altman,Raymond Carver,Andie MacDowell
tt0108147,Sister Act 2: Back in the Habit,1993,107,"Comedy,Family,Music",5.6,56045.0,Bill Duke,James Orr,Whoopi Goldberg
